,X,Academic_Language..Low.Frequency.,Citation,Contingency,Descriptive,Directive,Elaborative_Syntax,Emotion_Positive,Emotion_Negative,Emotion_Surprise,Expository_Devices,FirstPerson,Forceful,Future,Inquiry,Interactive,Metadiscourse,Narrative,Past,Persons,Privy,Public,Reasoning,Relations_Positive,Relations_Negative,Reporting,Strategic,Values_Positive,Values_Negative,Name,Type
375,2008_05_27_PC_Domestic_Econ_LV_BO.txt,5.69,0.45,0.62,4.45,1.13,11.71,0.45,2.48,0,2.42,0.9,2.42,1.41,0.23,4.22,0.34,2.65,0.79,7.6,1.46,1.69,0.96,1.63,1.63,8.9,1.41,2.42,0.68,Obama,Opponents
376,2008_06_02_PC_Stump_MI_Schools_BO.txt,5.56,0.13,0.52,4.91,0.65,12.53,0.39,2.07,0,2.33,1.55,2.84,1.03,0.39,3.36,0.13,2.84,0.9,3.49,1.16,1.55,0.9,1.81,1.68,11.76,1.94,1.81,1.03,Obama,Opponents
377,2008_06_03_PC_Stump_Victory_BO.txt,4.03,0.34,0.75,4.25,1.16,13.25,1.01,1.27,0,2.54,1.49,2.54,1.38,0.07,3.17,0.52,3.36,0.93,5.34,1.12,2.01,1.04,3.1,1.34,8.25,1.64,2.65,0.49,Obama,Opponents
378,2008_06_04_PC_Foreign_Israel_BO.txt,4.58,0.43,0.96,4.85,0.87,12.45,0.32,1.94,0,1.49,2.17,3.04,1.42,0.18,4.03,0.3,2.68,0.73,3.73,1.08,2.01,0.89,2.79,1.53,8.51,1.9,2.59,0.75,Obama,Opponents
379,2008_06_05_PC_Domestic_Econ_VA_BO.txt,6.56,0.21,0.89,3.55,1.16,11.07,0.41,1.23,0,2.39,2.12,3.76,1.57,0.21,2.94,0.14,2.8,0.27,6.49,0.89,2.12,1.3,1.44,1.09,8.27,1.98,2.26,1.5,Obama,Opponents
1111,2015_02_09_PC_Brookings_Econ_BS.txt,6.28,0.21,0.51,4.19,0.72,11.97,0.55,1.03,0,3.71,2.64,2.97,0.74,0.25,3.48,0.44,3.54,1.03,3.96,0.91,2.64,0.82,1.81,1.1,6.91,1.03,1.73,0.48,Sanders,Opponents
1121,2015_03_09_PC_Natl_Press_Club_BS.txt,5.85,0.39,0.79,3.85,0.94,12.24,0.58,1.04,0,3.07,3.09,3.06,0.68,0.32,4.51,0.31,2.94,0.73,4.27,1.31,2.59,1.14,1.52,1.72,7.26,1.29,1.92,0.51,Sanders,Opponents
1131,2015_04_30_PC_Announce_BS.txt,5.57,0.26,0.46,3.63,1.64,11.81,0.51,1.02,0,1.74,3.99,3.32,0.56,0.36,4.96,0.61,2.61,0.36,4.45,1.43,1.89,0.82,1.33,1.84,7.87,1.28,1.69,0.51,Sanders,Opponents
1141,2015_05_05_PC_Budget2_Sen_BS.txt,6.91,0.31,0.66,3.54,1.11,10.67,0.95,1.26,0,4.78,1.53,3.01,0.94,0.29,4.51,0.41,3.2,0.51,4.82,0.9,1.72,0.66,1.65,0.73,7.78,1.34,1.36,0.63,Sanders,Opponents
1151,2015_05_05_PC_Budget_Sen_BS.txt,7.27,0.2,1.02,4.51,0.82,11.58,1.23,2.46,0,4.3,1.43,4.41,0.72,0.51,3.48,0.2,2.87,0.41,6.05,1.13,2.25,0.1,0.82,0.72,7.17,0.92,1.13,0.72,Sanders,Opponents
1161,2015_05_12_PC_Trade_Sen_BS.txt,7.62,0.65,0.83,3.99,0.9,11.39,0.43,1.22,0,3.67,1.04,3.2,0.54,0.18,4.46,0.32,2.98,1.37,5.46,0.83,1.87,0.29,1.44,0.65,7.69,0.65,1.55,0.58,Sanders,Opponents
1171,2015_05_14_PC_Free_Trade_Sen_BS.txt,8.11,0.42,1.09,2.88,0.76,11.89,0.56,1.43,0,2.21,1.29,3.5,0.92,0.45,3.94,0.53,2.04,0.42,3.89,0.9,2.91,0.62,1.85,1.09,7.89,1.65,1.85,0.48,Sanders,Opponents
1181,2015_05_22_PC_TTP_College_Pat_Act_Sen_BS.txt,6.01,0.15,1.14,4,0.71,13.46,0.28,1.17,0,2.28,1.94,3.91,1.02,0.28,3.39,0.37,2.09,0.37,4.04,1.29,3.17,0.4,1.97,1.05,7.55,1.57,2.74,0.31,Sanders,Opponents
1191,2015_05_26_PC_Burling_VT_BS.txt,5.88,0.31,0.73,4.72,1.1,12.26,0.87,1.31,0,2.36,1.63,3.52,0.87,0.16,3.39,0.31,3.2,0.42,4.2,1.21,2.41,0.45,2.31,1.15,7.98,1.31,2.52,0.97,Sanders,Opponents
1201,2015_06_09_PC_Youth_Jobs_URMs_Sen_BS.txt,7.75,0.55,0.55,3.04,0.65,12.55,0.37,1.94,0,4.89,0.83,4.34,0.65,0.28,3.69,0,4.43,0,4.24,0.92,1.57,0.18,1.94,1.01,8.21,1.2,1.48,1.38,Sanders,Opponents
1211,2015_06_11_PC_Family_Leave_Sen_BS.txt,6.09,0.19,0.68,3.48,1.43,13.18,0.25,0.93,0.06,2.24,1.24,3.6,0.37,0.19,3.05,0.5,4.16,0.75,6.4,1.43,0.93,0.5,0.87,0.62,9.26,0.93,2.86,0.25,Sanders,Opponents
1221,2015_06_15_PC_Senior_Hunger_Sen_BS.txt,5.59,0.49,0.66,5.59,1.07,12,0.66,0.82,0,4.35,1.64,3.12,0.49,0.49,3.45,0.74,3.62,0.82,5.59,0.74,1.73,0.41,1.56,0.82,9.37,1.07,2.71,0.41,Sanders,Opponents
1231,2015_06_19_PC_NALEO_Imm_BS.txt,6.84,0.35,0.55,5.74,0.79,12.85,0.24,1.65,0,2.44,1.96,2.71,0.59,0.16,4.17,0.24,2.75,1.14,5.27,1.38,2.16,0.39,2.04,0.94,7.78,0.98,2.59,1.18,Sanders,Opponents
1241,2015_06_22_PC_Charleston_Sen_BS.txt,3.96,0.49,0.37,4.2,0.62,14.46,0.12,1.98,0.12,0.87,2.47,3.58,0.25,0.49,2.72,0.74,3.58,1.61,3.96,0.74,2.72,0,2.1,0.37,8.03,1.24,2.1,0.49,Sanders,Opponents
1251,2015_06_23_PC_Trade_Sen_BS.txt,12.44,0.48,0,0.48,1.44,14.35,0.48,0,0,0.96,1.44,5.26,0.96,0,3.83,0,6.22,0.96,2.39,1.91,3.83,0,1.44,0.96,8.13,1.44,0.48,0.48,Sanders,Opponents
1261,2015_07_08_PC_Wealth_Dis_Sen_BS.txt,6.71,0.37,0.37,3.73,0.84,12.62,0.51,1.54,0.05,5.03,1.77,3.49,0.51,0.28,3.03,0.19,4.1,0.28,4.52,1.26,2,0.28,1.68,1.07,8.94,0.65,1.35,1.12,Sanders,Opponents
1271,2015_07_15_PC_Incarc_Youth_Sen_BS.txt,6.75,0.61,0,6.75,0.61,9.2,0,1.84,0,4.29,2.45,3.68,0,0,3.07,0,2.45,0.61,7.98,0.61,3.68,0,3.07,0.61,4.29,1.23,0.61,2.45,Sanders,Opponents
1281,2015_07_15_PC_Youth_Jobs_Sen_BS.txt,7.24,0.51,0.45,2.88,1.47,12.17,0.32,1.79,0,3.78,1.47,4.1,1.22,0.51,3.4,0.45,4.55,0.38,3.84,1.22,2.05,0.26,1.99,0.64,6.73,1.22,2.31,1.22,Sanders,Opponents
1291,2015_07_21_PC_Seniors_Sen_BS.txt,7.17,0,0.74,5.51,0.92,11.21,0.74,0.92,0,3.13,1.84,3.13,0.55,0.18,4.6,0.18,3.49,0.74,5.51,2.02,3.13,0.37,1.47,0.55,6.99,1.1,3.13,0.37,Sanders,Opponents
1301,2015_07_25_PC_SCLC_LA_BS.txt,6.68,0.57,0.57,4.64,1.04,11.95,0.62,1.78,0.02,2.72,1.14,3.19,0.57,0.25,3.58,0.36,3.08,0.68,5.32,0.99,2.59,0.49,1.5,0.92,8.37,1.23,2.51,1.45,Sanders,Opponents
1311,2015_07_30_PC_Veterans_Health_Sen_BS.txt,7.39,0.26,0.92,3.79,0.72,11.45,0.33,2.42,0,1.77,0.92,3.14,1.24,0.26,2.29,0.46,3.34,0.72,5.17,0.72,4.25,0.72,2.09,1.44,8.5,1.57,2.16,0.72,Sanders,Opponents
1321,2015_07_31_PC_Urban_Leag_BS.txt,6.02,0.18,0.61,3.16,1.37,11.37,0.64,1.7,0,2.4,2.02,3.62,0.88,0.35,3.83,0.5,2.25,0.47,4.21,1.29,2.22,1.02,2.43,1.05,7.45,1.26,2.08,0.91,Sanders,Opponents
1331,2015_08_04_PC_Camp_Finan_Sen_BS.txt,4.51,0.39,0.2,4.02,0.78,14.12,0.88,0.69,0,4.02,0.39,3.24,1.18,0.1,3.53,0.49,2.16,0.98,4.41,0.59,4.12,0.69,0.88,0.2,10,1.47,0.78,0.49,Sanders,Opponents
1341,2015_08_10_PC_Nurses_CA_BS.txt,7.46,0.16,0.71,2.78,1.43,12.3,0.63,1.59,0,1.51,1.83,2.86,1.51,0.08,3.49,0.08,2.54,0.32,4.21,0.87,1.67,1.03,2.54,0.79,7.62,1.35,2.86,0.71,Sanders,Opponents
1351,2015_08_15_PC_Iowa_State_Fair_BS.txt,4.69,0.15,0.66,3.47,0.92,11.01,0.61,1.02,0,2.96,2.19,3.57,1.22,0.2,3.16,0.25,2.4,0.25,5.05,0.82,2.24,1.02,3.26,1.02,7.55,1.38,1.73,0.76,Sanders,Opponents
1361,2015_08_18_PC_AFL_CIO_NV_BS.txt,7.02,0.31,0.84,3.69,1.12,12.31,0.59,1.35,0,3.08,1.18,3.16,0.94,0.24,2.94,0.18,3.06,0.59,5.57,0.94,2.33,0.59,1.41,1.27,7.69,1.41,2.65,0.98,Sanders,Opponents
1371,2015_08_28_PC_DNC_MN_BS.txt,5.47,0.32,0.32,3.88,0.87,12.84,0.32,1.43,0,1.9,1.58,3.72,1.74,0.16,3.41,0.32,1.74,0.48,3.65,1.35,3.25,0.71,2.54,0.95,8.64,1.9,2.77,0.87,Sanders,Opponents
1381,2015_09_09_PC_Iran_Nuc_Deal_Sen_BS.txt,4.5,0.21,1.26,3.25,1.57,16.34,0.52,1.88,0,2.3,1.88,2.72,0.63,0.21,2.72,0.52,2.2,1.05,4.82,1.47,1.57,0.31,2.93,1.88,7.02,1.57,2.2,1.15,Sanders,Opponents
1391,2015_09_14_PC_Liberty_VA_BS.txt,4.53,0.4,0.8,2.98,1.21,10.97,0.87,1.24,0,2.58,2.62,3.99,0.5,0.37,4.59,0.5,3.39,0.13,3.79,1.21,0.97,1.17,1.95,0.97,6.51,1.01,2.78,0.7,Sanders,Opponents
1401,2015_09_19_PC_Dem_Party_Conf_NH_BS.txt,6.28,0.17,0.45,4.3,1.47,13.74,0.57,1.19,0,2.43,1.58,3,1.47,0.06,3.39,0.4,2.32,0.79,4.02,1.07,2.77,0.68,1.98,0.79,8.37,1.3,2.04,0.79,Sanders,Opponents
1411,2015_09_29_PC_Pharma_Sen_BS.txt,10.49,0.27,0.54,4.49,0.86,14.65,0.38,1.14,0.05,5.14,1.03,2.76,0.49,0.05,3.68,0.27,2.32,0.97,4.54,0.76,1.41,0.86,0.81,0.49,8.7,0.7,0.86,0.81,Sanders,Opponents
1421,2015_10_13_PC_CNN_Debate_NV_Close_BS.txt,8.18,0,1.36,4.09,2.27,8.64,0.91,0.45,0,3.64,1.82,3.64,0.45,0,4.55,0.45,1.36,0,3.64,1.82,2.27,0.45,4.09,0.45,8.64,0.91,1.82,1.36,Sanders,Opponents
1431,2015_10_13_PC_CNN_Debate_NV_Open_BS.txt,6.99,0.35,1.75,7.69,0.35,10.14,0.35,1.05,0,2.45,1.05,2.8,0.7,0,4.2,0,2.8,0.35,5.59,0.7,3.15,0.35,4.55,0.35,9.44,1.05,2.45,1.4,Sanders,Opponents
1441,2015_10_24_PC_Jeff_Jack_IA_BS.txt,5,0.44,0.64,4.88,1.29,12.41,0.73,1.05,0,1.98,3.22,2.42,1.13,0.28,5.08,0.24,2.74,1.33,3.22,0.69,2.98,0.89,2.1,1.45,8.06,1.57,1.65,0.52,Sanders,Opponents
1451,2015_10_29_PC_Marijuana_Sen_BS.txt,4.84,0.56,0.77,6.8,0.7,11.15,0.14,2.88,0,2.03,1.82,3.93,0.91,0.07,3.58,0.84,3.3,0.35,2.73,1.47,2.31,0.28,1.19,0.49,9.4,0.77,1.05,1.33,Sanders,Opponents
1461,2015_11_09_PC_Immigration_NV_BS.txt,5.05,0.38,0.87,5.16,0.98,12.98,0.11,1.19,0,2.5,2.44,2.5,0.98,0.16,3.2,0.38,3.31,0.92,5.1,1.36,2.55,0.71,1.74,1.03,7.49,1.47,2.66,1.52,Sanders,Opponents
1471,2015_11_14_PC_CBS_Debate_IA_Close_BS.txt,8.64,0,0,4.94,4.32,9.88,0.62,0,0,3.7,1.23,5.56,1.23,0,4.94,0,1.85,0,2.47,0.62,2.47,0,3.09,0.62,9.26,1.85,0,1.85,Sanders,Opponents
1481,2015_11_14_PC_CBS_Debate_IA_Open_BS.txt,5.52,0,0,3.87,1.1,9.94,0.55,2.76,0,2.21,3.87,3.31,1.1,0,3.87,0.55,2.76,0.55,7.18,1.1,3.31,1.1,3.31,0.55,9.94,1.66,0.55,0.55,Sanders,Opponents
1491,2015_11_19_PC_Socialism_ISIS_BS.txt,6.18,0.74,0.37,3.66,1.19,13.28,0.9,2.09,0,2.64,0.86,3.46,0.45,0.14,3.01,0.68,2.82,0.63,5.12,0.86,2.54,0.59,1.62,1.31,8.08,1.35,2.62,1.08,Sanders,Opponents
1501,2015_11_29_PC_Jeff_Jack_NH_BS.txt,5.29,0.32,0.38,3.68,0.93,12.08,0.48,1.41,0,2.15,2.31,3.52,1.28,0.26,3.91,0.45,2.47,0.38,4.26,0.74,3.07,1.28,2.15,1.57,8.46,1.09,1.73,0.51,Sanders,Opponents
1511,2015_12_01_PC_Health_Care_Sen_BS.txt,6.38,0.22,0.89,3.49,1.85,10.61,0.52,2.45,0,3.04,1.78,4.08,1.04,0.37,3.86,0.59,3.26,0.74,5.42,0.59,2.45,0.82,1.34,0.82,7.27,0.74,1.26,0.82,Sanders,Opponents
1521,2015_12_10_PC_Climate_Sen_BS.txt,9.72,0.47,0.53,5.53,0.47,14.28,0.2,1.35,0,3.13,1.23,3.1,0.88,0.38,2.9,0.35,1.84,0.38,3.66,0.7,2.22,0.29,2.19,0.94,8.69,1.49,2.4,0.38,Sanders,Opponents
1531,2015_12_19_PC_CNN_Debate_NH_Close_BS.txt,2.28,0,1.14,4.56,1.14,9.51,0,1.14,0,1.14,4.94,1.52,0,0,3.42,0.76,4.94,1.14,3.8,1.9,1.52,1.9,3.04,1.14,5.32,1.9,3.8,0.38,Sanders,Opponents
1541,2015_12_19_PC_CNN_Debate_NH_Open_BS.txt,8.47,0,0,5.51,0.85,12.29,1.27,1.69,0,1.27,3.81,2.12,3.39,0,3.81,0.42,1.69,0,4.24,0.85,4.24,2.97,1.27,0.42,11.02,1.69,0.85,0.42,Sanders,Opponents
1551,2016_01_05_PC_Wall_St_BS.txt,8.6,1.07,0.78,5.57,1.34,11.7,0.44,2.05,0,3.4,1.17,2.66,0.81,0.22,3.74,0.37,2.61,0.61,3.96,0.88,2.83,0.66,1.27,0.98,6.84,1.64,1.78,1.27,Sanders,Opponents
1561,2016_01_17_PC_Debate_SC_Close_BS.txt,4.49,0.56,0.56,1.12,1.12,12.36,1.12,0,0,0.56,2.25,5.62,0.56,0,3.93,0,0.56,0.56,6.18,0,2.25,0,2.81,1.12,11.8,2.81,2.81,1.12,Sanders,Opponents
1571,2016_01_17_PC_Debate_SC_Open_BS.txt,6,0,0,4,0.67,11.33,0.67,1.33,0,4,2.67,1.33,0,0,4,2,4,0.67,8.67,0.67,2,0,2,0,13.33,2,0.67,1.33,Sanders,Opponents
1581,2016_01_21_PC_Wolfeboro_NH_BS.txt,5.87,0.29,0.88,3.64,1.43,10.51,0.71,1.12,0,2.68,2.14,3.57,0.64,0.32,3.73,0.5,2.79,0.72,5.42,1.01,1.7,1.38,1.8,0.78,7.79,1.19,1.47,0.67,Sanders,Opponents
1591,2016_01_25_PC_CNN_Townhall_IA_Close_BS.txt,5.71,0,0,2.86,1.43,11.43,0,0.71,0,0.71,2.86,5.71,0.71,0,7.14,0,1.43,0,5,3.57,3.57,1.43,4.29,0,5,0,1.43,3.57,Sanders,Opponents
1601,2016_01_26_PC_Steelworkers_IA_BS.txt,6.3,0.25,0.85,3.3,1.37,9.93,0.52,0.97,0,2.89,1.91,3.34,0.87,0.31,4.93,0.43,3.01,0.85,4.48,0.79,1.43,1.16,2.17,1.01,8.43,0.92,1.46,0.52,Sanders,Opponents
1611,2016_02_01_PC_Waterloo_IA_BS.txt,5.81,0.24,0.81,3.29,1.2,9.49,1.12,1.06,0,3.29,1.95,3.06,0.83,0.35,5.98,0.5,2.94,0.65,4.62,1.06,1.57,0.92,2.73,0.68,8.1,1.04,1.52,0.6,Sanders,Opponents
1621,2016_02_02_PC_Iowa_Caucus_BS.txt,5.46,0.38,0.44,3.11,1.08,10.98,0.44,1.14,0.19,2.54,2.66,2.66,1.59,0.06,4.06,0.32,2.86,0.82,5.08,1.27,2.28,1.78,1.97,0.63,7.8,1.08,2.09,0.44,Sanders,Opponents
1631,2016_02_03_PC_CNN_Town_Hall_NH_Close_BS.txt,5.29,0,1.76,2.94,0.59,10.59,1.18,1.18,0,1.76,5.29,3.53,1.76,0,4.71,0,2.35,0,3.53,0,2.35,0.59,3.53,0.59,10,1.18,3.53,1.76,Sanders,Opponents
1641,2016_02_04_PC_MSNBC_Debate_NH_Close_BS.txt,7.69,0,0,5.43,1.81,11.31,0.45,0.9,0,2.26,3.62,3.62,0.9,0,2.71,0.45,4.52,0.9,4.07,2.26,2.26,0.45,1.81,0.45,9.95,0.45,0.9,0.45,Sanders,Opponents
1651,2016_02_04_PC_MSNBC_Debate_NH_Open_BS.txt,6.02,0,0.6,2.41,2.41,9.64,0.6,0.6,0,2.41,0,6.63,0.6,0,4.82,0,3.61,0.6,4.82,2.41,3.01,1.2,3.01,1.2,7.23,1.81,2.41,1.2,Sanders,Opponents
1661,2016_02_09_PC_New_Hamp_Vic_BS.txt,4.65,0.2,0.28,4.21,1.35,11.52,0.64,0.87,0,2.14,1.87,3.49,1.55,0.32,3.57,0.4,3.26,0.36,4.85,0.79,2.14,0.83,3.02,0.79,8.22,0.75,2.46,0.71,Sanders,Opponents
1671,2016_02_10_PC_N_Korea_Sen_BS.txt,7.14,1.08,1.52,3.9,0.43,12.77,0.87,1.73,0,2.38,1.3,2.81,0.65,0.43,3.46,0,3.25,0.65,3.9,0.22,3.03,0,1.95,1.08,9.52,2.6,2.81,1.73,Sanders,Opponents
1681,2016_02_11_PC_PBS_Debate_Open_BS.txt,6.9,0,0.27,4.77,2.12,11.67,0.53,2.12,0,3.71,0.8,2.12,0.27,0,3.45,0.27,3.45,0.53,5.57,0.27,1.59,1.33,2.65,0,11.41,1.33,1.59,1.33,Sanders,Opponents
1691,2016_02_20_PC_Nevada_Cau_BS.txt,5.22,0.26,0.91,3.13,0.52,11.08,0.91,0.52,0,2.74,3.39,4.56,0.78,0.13,3.13,0,3.52,1.04,4.69,0.26,1.17,2.22,4.04,0.65,7.17,1.3,1.83,0.65,Sanders,Opponents
1701,2016_02_27_PC_Future_Believe_MN_BS.txt,5.27,0.3,0.85,3.06,1.47,10.42,0.44,1.25,0,2.92,1.86,3.66,0.74,0.44,5.27,0.28,2.43,0.51,4.63,1.33,1.83,1.31,2.08,1.23,7.93,1.07,1.5,0.69,Sanders,Opponents
1711,2016_03_01_PC_Super_Tues_VT_BS.txt,4.47,0.26,0.35,2.54,0.96,10.44,0.7,0.7,0,2.19,2.89,3.6,1.49,0,5.18,0.18,2.28,0.53,3.6,0.7,1.23,1.23,4.3,1.23,9.21,1.4,2.46,0.35,Sanders,Opponents
1721,2016_03_06_PC_CNN_Debate_MI_Close_BS.txt,8.44,0.42,0.42,5.06,2.11,12.24,0.84,1.69,0,2.95,2.53,2.11,0.42,0,3.8,0.84,2.11,0.42,2.95,0.84,1.69,1.69,1.69,1.69,9.7,0,1.27,1.27,Sanders,Opponents
1731,2016_03_06_PC_CNN_Debate_MI_Open_BS.txt,4.45,0.4,0.81,4.86,1.21,14.98,0.81,0.4,0,0.4,3.24,4.05,0,0,3.24,0.81,2.83,0.81,3.24,1.21,1.62,0.4,2.02,1.62,10.12,0.81,1.21,1.62,Sanders,Opponents
1741,2016_03_08_PC_New_Hamp_Vic_BS.txt,5.13,0.2,0.98,3.7,0.96,10.48,0.34,1.51,0.02,2.28,2.62,3.06,0.96,0.54,5.84,0.44,2.63,0.54,5.14,1.12,1.74,1.15,1.73,0.99,7.91,0.95,1.38,0.54,Sanders,Opponents
1751,2016_03_09_PC_Univision_Deb_Close_BS.txt,6,1.5,1,6.5,0.5,13,2.5,1,0,3,1,3,1,0,5,0.5,2.5,0.5,2,0.5,3,1.5,2,1.5,7,1,2,0,Sanders,Opponents
1761,2016_03_09_PC_Univision_Deb_Open_BS.txt,6.13,0,0,6.75,1.23,11.04,0.61,1.84,0,1.84,1.23,3.07,1.84,0,6.75,0,3.07,0,2.45,0.61,4.29,1.23,4.91,1.23,6.75,1.23,1.84,0.61,Sanders,Opponents
1771,2016_03_21_PC_Mid_East_BS.txt,4.15,0.39,0.93,3.69,0.98,13.54,0.64,1.94,0,2.14,1.89,4.08,1.16,0.32,3.27,0.84,1.52,0.37,3.66,0.93,1.94,0.61,2.58,2.06,8.63,1.74,2.41,0.81,Sanders,Opponents
1781,2016_04_14_PC_NY_Debate_Closing_BS.txt,6.31,0,3.15,1.89,1.26,9.78,0.63,0.32,0,1.58,1.89,3.47,0.63,0.95,4.42,0.32,3.79,0.63,4.42,0.95,2.52,1.26,2.84,0,7.26,2.21,1.89,0.32,Sanders,Opponents
1791,2016_04_14_PC_NY_Debate_Opening_BS.txt,6.77,0.4,0.8,2.79,0.8,8.76,0.8,0.4,0,5.18,1.2,2.39,0.4,0,6.37,0,3.98,1.59,3.98,1.2,1.99,1.59,5.58,0.8,7.17,1.59,1.99,0,Sanders,Opponents
1801,2016_04_15_PC_Vatican_BS.txt,9.12,0.99,0.55,3.02,0.64,15.67,1.19,2.03,0,2.03,0.64,2.83,0.4,0.05,2.53,0.35,2.48,0.79,3.42,1.19,2.83,0.45,1.69,1.34,6.89,1.09,3.82,1.78,Sanders,Opponents
1811,2016_04_29_PC_Steelworkers_IN_BS.txt,7.18,0.15,0.76,4.68,1.44,12.69,0.3,0.76,0,4.53,0.45,4.15,0.6,0,3.4,0.08,3.32,0.3,3.85,0.76,2.87,0.76,2.11,0.83,8.53,0.76,1.74,0.76,Sanders,Opponents
1821,2016_05_01_PC_Camp_Update_NPC_BS.txt,6.59,0.16,0.41,4.07,0.49,13.5,0.73,1.06,0,5.45,1.95,4.47,0.73,0.16,4.8,0.57,3.01,0.33,5.12,0.98,2.2,0.41,2.2,0.57,6.75,2.6,1.87,0.16,Sanders,Opponents
1831,2016_05_05_PC_Poverty_WV_BS.txt,6.16,0.25,0.66,5.55,0.97,12.42,0.46,1.43,0,3.51,1.02,3.92,0.76,0.05,4.43,0.2,2.49,0.41,4.63,0.92,1.63,0.71,1.63,0.71,8.55,0.87,1.53,1.32,Sanders,Opponents
1841,2016_06_07_PC_CA_Prim_Defeat_BS.txt,5.72,0.09,0.84,2.35,0.38,10.23,0.75,0.47,0,2.72,2.35,3.75,2.81,0.09,3.56,0.28,2.81,0.28,4.32,0.94,1.69,1.69,4.88,1.41,8.91,0.94,1.97,0.19,Sanders,Opponents
1851,2016_06_09_PC_Post_Obama_Meet_BS.txt,4.93,0.29,0.44,3.05,1.02,12.34,0.73,1.02,0,1.89,3.48,3.63,1.74,0.15,3.77,0,3.05,0.29,6.1,0.29,3.34,0.15,2.32,0.73,9.14,1.02,1.6,0.44,Sanders,Opponents
1861,2016_06_12_PC_Orlando_BS.txt,1.47,2.94,0,1.47,0,22.06,0,14.71,0,0,0,1.47,0,1.47,1.47,0,1.47,1.47,4.41,1.47,2.94,0,5.88,0,5.88,0,0,2.94,Sanders,Opponents
1871,2016_06_16_PC_Cont_Camp_BS.txt,6.48,0.3,0.66,3.29,0.82,13.13,0.63,1.45,0.03,2.86,0.99,4.34,1.18,0.16,3.23,0.13,2.7,0.36,4.94,0.89,3,0.86,2.63,1.25,7.8,1.48,2.8,1.12,Sanders,Opponents
1881,2016_06_23_PC_Where_Do_We_Go_NY_BS.txt,5.05,0.44,0.73,3.62,1.43,9.99,0.29,1.11,0,2.53,2.18,3.59,1.07,0.29,3.72,0.62,2.9,0.75,4.46,1.32,1.52,1.18,1.64,0.96,7.54,1.16,1.47,0.57,Sanders,Opponents
1891,2016_07_12_PC_Endorse_HC_BS.txt,5.98,0.34,0.72,4.34,0.97,12.43,0.51,1.52,0.04,2.86,1.31,3.66,1.43,0.17,3.12,0.04,3.07,0.67,6.99,0.88,2.27,0.38,2.99,0.84,7.5,1.56,2.65,0.59,Sanders,Opponents
1901,2016_07_25_PC_DNC_BS.txt,5.35,0.45,0.53,3.05,1.28,10.74,0.37,1.11,0.04,3.17,1.4,3.42,1.15,0.29,4.98,0.25,3.13,0.78,6.79,0.78,2.39,0.74,4.2,0.95,6.34,1.36,1.98,0.7,Sanders,Opponents
651,2015_09_15_GE_Stump_Laconia_NH_DT.txt,5.4,0.31,0.95,4.6,1.28,9.07,0.59,1.35,0,2.27,2.39,3.39,2.77,0.31,6.49,0.38,2.01,0.5,4.12,0.85,1.42,0.97,2.99,0.73,8.62,1.04,1.78,0.64,Trump,Opponents
661,2016_06_07_GE_Victory_DT.txt,4.96,0.25,0.55,3.03,1.24,8.39,0.99,1.59,0,2.38,3.13,4.17,2.13,0.15,6.3,0.5,2.43,0.65,4.02,1.24,1.34,1.14,3.77,0.79,8.19,0.84,2.08,0.99,Trump,Opponents
671,2016_06_10_GE_Faith_Free_DC_DT.txt,4.48,0.42,0.78,2.75,0.92,7.9,0.49,1.23,0.28,1.87,3.24,3.77,1.38,0.6,7.51,0.35,2.08,0.71,5.43,1.41,2.26,1.48,3.88,0.81,6.45,1.3,2.12,0.53,Trump,Opponents
681,2016_06_13_GE_Orlando_DT.txt,4.45,0.32,1.08,3.21,1.4,7.49,0.78,1.72,0.1,1.84,3.57,4.01,1.2,0.44,6.55,0.56,2.26,1.22,4.07,1.48,0.5,1.88,1.98,1.08,8.98,1.24,1.2,0.32,Trump,Opponents
691,2016_06_22_GE_Anti_Hillary_NY_DT.txt,5.19,0.42,1.03,4.22,0.91,10.72,0.36,1.94,0.06,2.75,1.84,3.51,1.45,0.32,5.55,0.57,2.42,0.93,6.68,1.62,2,0.55,2.73,0.71,8.22,1.05,1.39,0.75,Trump,Opponents
701,2016_06_28_GE_Jobs_PA_DT.txt,7.3,0.75,0.85,4.31,0.5,10.93,0.68,1.49,0.07,3.13,0.96,2.35,2.28,0.21,3.99,0.25,2.67,0.85,5.8,0.93,1.99,0.25,3.17,1.39,9.43,1.39,1.1,0.68,Trump,Opponents
711,2016_07_05_GE_Raleigh_NC_DT.txt,5.03,0.73,0.79,3.98,1.36,7.21,0.48,1.74,0.07,2.41,3.24,4.11,1.11,0.39,8.56,0.45,2.26,1.01,5.84,1.49,0.86,1.34,2.06,0.86,7.14,1.11,1.1,0.46,Trump,Opponents
721,2016_07_11_GE_Veterans_VA_DT.txt,4.73,0.25,0.47,3.24,1.02,11.46,0.58,2.19,0.11,2.66,0.86,3.43,1.94,0.25,6.67,0.39,2.27,0.78,6.2,0.86,2.24,0.44,3.49,0.94,7.34,1.47,2.55,1.58,Trump,Opponents
731,2016_07_12_GE_Westfield_IN_DT.txt,5.04,0.26,0.66,4.6,1.49,6.73,0.6,1.54,0.08,2.2,3.55,3.5,1.87,0.3,8.95,0.32,2.11,1.14,4.32,1.12,0.63,1.59,2.75,1.21,6.64,1.09,1.07,0.43,Trump,Opponents
